jira_timesheet_redis_prod  | 1:M 23 Mar 2026 06:30:52.198 * Background saving terminated with success
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 500, in wait_for
jira_timesheet_db_prod       | 2026-03-23 07:26:33.180 UTC [320176] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:26:33.180 UTC [320176] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.193 UTC [320177] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.193 UTC [320177] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.196 UTC [320166] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.196 UTC [320166] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.290 UTC [320178] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.290 UTC [320178] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.448 UTC [320179] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.448 UTC [320179] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:26:33.448 UTC [320179] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.465 UTC [320180] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.465 UTC [320180] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.584 UTC [320181] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.584 UTC [320181] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:26:33.596 UTC [320182] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:26:33.596 UTC [320182] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:26:33.596 UTC [320182] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:29:28.853 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 07:29:37.267 UTC [55] LOG:  checkpoint complete: wrote 84 buffers (0.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=8.370 s, sync=0.018 s, total=8.415 s; sync files=49, longest=0.013 s, average=0.001 s; distance=599 kB, estimate=599 kB
jira_timesheet_db_prod       | 2026-03-23 07:31:49.868 UTC [320428] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:49.868 UTC [320428] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:31:49.885 UTC [320430] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:49.885 UTC [320430] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:31:49.942 UTC [320431] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:49.942 UTC [320431] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:31:50.189 UTC [320432] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:50.189 UTC [320432] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_caddy_prod    | {"level":"info","ts":1773822314.9104114,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773908714.9057882,"logger":"tls","msg":"cleaning storage unit","storage":"FileStorage:/data/caddy"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773908714.9098525,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773995114.909937,"logger":"tls","msg":"cleaning storage unit","storage":"FileStorage:/data/caddy"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773995114.9137976,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1774081514.912163,"logger":"tls","msg":"cleaning storage unit","storage":"FileStorage:/data/caddy"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1774081514.9163764,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1774167914.912982,"logger":"tls","msg":"cleaning storage unit","storage":"FileStorage:/data/caddy"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1774167914.9161777,"logger":"tls","msg":"finished cleaning storage units"}
jira_timesheet_db_prod       | 2026-03-23 07:31:50.385 UTC [320433] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:50.385 UTC [320433] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:31:50.438 UTC [320441] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:31:50.438 UTC [320441] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:34:28.328 UTC [55] LOG:  checkpoint starting: time
jira_timesheet_db_prod       | 2026-03-23 07:34:34.379 UTC [55] LOG:  checkpoint complete: wrote 61 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.028 s, sync=0.009 s, total=6.051 s; sync files=34, longest=0.005 s, average=0.001 s; distance=438 kB, estimate=583 kB
jira_timesheet_worker_prod   |     return fut.result()
jira_timesheet_worker_prod   |            ^^^^^^^^^^^^
jira_timesheet_worker_prod   | asyncio.exceptions.CancelledError
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | The above exception was the direct cause of the following exception:
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_worker_prod   |   File "/app/.venv/lib/python3.11/site-packages/saq/worker.py", line 366, in process
jira_timesheet_worker_prod   |     result = await asyncio.wait_for(
jira_timesheet_worker_prod   |              ^^^^^^^^^^^^^^^^^^^^^^^
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 502, in wait_for
jira_timesheet_worker_prod   |     raise exceptions.TimeoutError() from exc
jira_timesheet_worker_prod   | TimeoutError
jira_timesheet_worker_prod   | ERROR:saq:Error processing job Job<function: task_sync_project, kwargs: {'project_id': 13}, queue: default, key: fc115986-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251380153, started: 1774251380470, touched: 1774251380470, status: active, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 500, in wait_for
jira_timesheet_worker_prod   |     return fut.result()
jira_timesheet_worker_prod   |            ^^^^^^^^^^^^
jira_timesheet_worker_prod   | asyncio.exceptions.CancelledError
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | The above exception was the direct cause of the following exception:
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_worker_prod   |   File "/app/.venv/lib/python3.11/site-packages/saq/worker.py", line 366, in process
jira_timesheet_worker_prod   |     result = await asyncio.wait_for(
jira_timesheet_worker_prod   |              ^^^^^^^^^^^^^^^^^^^^^^^
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 502, in wait_for
jira_timesheet_worker_prod   |     raise exceptions.TimeoutError() from exc
jira_timesheet_worker_prod   | TimeoutError
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_project, queue: default, key: fc0100cc-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, completed: 1774251390682, queued: 1774251380046, started: 1774251380279, touched: 1774251380279, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_project, queue: default, key: fc115986-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, completed: 1774251390693, queued: 1774251380153, started: 1774251380470, touched: 1774251380470, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_db_prod       | 2026-03-23 07:36:30.069 UTC [320658] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.069 UTC [320658] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:36:30.069 UTC [320659] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.069 UTC [320659] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:36:30.069 UTC [320659] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:36:30.070 UTC [320657] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.070 UTC [320657] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:36:30.071 UTC [320660] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.071 UTC [320660] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:36:30.168 UTC [320648] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.168 UTC [320648] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_worker_prod   | ERROR:saq:Error processing job Job<function: task_sync_project, kwargs: {'project_id': 25}, queue: default, key: fc249a14-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251380279, started: 1774251381467, touched: 1774251381467, status: active, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 500, in wait_for
jira_timesheet_worker_prod   |     return fut.result()
jira_timesheet_worker_prod   |            ^^^^^^^^^^^^
jira_timesheet_worker_prod   | asyncio.exceptions.CancelledError
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | The above exception was the direct cause of the following exception:
jira_timesheet_worker_prod   | 
jira_timesheet_worker_prod   | Traceback (most recent call last):
jira_timesheet_worker_prod   |   File "/app/.venv/lib/python3.11/site-packages/saq/worker.py", line 366, in process
jira_timesheet_worker_prod   |     result = await asyncio.wait_for(
jira_timesheet_worker_prod   |              ^^^^^^^^^^^^^^^^^^^^^^^
jira_timesheet_worker_prod   |   File "/usr/local/lib/python3.11/asyncio/tasks.py", line 502, in wait_for
jira_timesheet_worker_prod   |     raise exceptions.TimeoutError() from exc
jira_timesheet_worker_prod   | TimeoutError
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_project, queue: default, key: fc249a14-268a-11f1-aa9c-0e90ab3402d7, attempts: 1, completed: 1774251391591, queued: 1774251380279, started: 1774251381467, touched: 1774251381467, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 11c9feb8-268b-11f1-8db9-42168bb70c3e, attempts: 1, queued: 1774251416595, started: 1774251416597, touched: 1774251416597, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 35
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/worklog/updated?since=0 "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: POST https://neuralab.atlassian.net/rest/api/3/worklog/list "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: POST https://neuralab.atlassian.net/rest/api/3/search/jql "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: POST https://neuralab.atlassian.net/rest/api/3/search/jql "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_project, queue: default, key: 11c9feb8-268b-11f1-8db9-42168bb70c3e, attempts: 1, completed: 1774251428469, queued: 1774251416595, started: 1774251416597, touched: 1774251416597, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_redis_prod    | 256358:C 23 Mar 2026 07:16:01.054 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_all_projects, queue: default, key: 6320e2ea-268b-11f1-8db9-42168bb70c3e, attempts: 1, queued: 1774251553060, started: 1774251553062, touched: 1774251553062, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting global projects sync (metadata) and enqueuing project-specific worklog syncs
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWBTB/versions "HTTP/1.1 200 OK"
jira_timesheet_db_prod       | 2026-03-23 07:36:30.480 UTC [320662] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.480 UTC [320662] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_db_prod       | 2026-03-23 07:36:30.680 UTC [320664] ERROR:  canceling statement due to user request
jira_timesheet_db_prod       | 2026-03-23 07:36:30.680 UTC [320664] CONTEXT:  while deleting tuple (0,192) in relation "issue_releases"
jira_timesheet_db_prod       | 2026-03-23 07:36:30.680 UTC [320664] STATEMENT:  DELETE FROM issue_releases WHERE issue_releases.issue_id = $1::INTEGER
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:16:01.143 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:21:02.047 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:21:02.048 * Background saving started by pid 256537
jira_timesheet_redis_prod    | 256537:C 23 Mar 2026 07:21:02.060 * DB saved on disk
jira_timesheet_redis_prod    | 256537:C 23 Mar 2026 07:21:02.061 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:21:02.149 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:26:03.069 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:26:03.070 * Background saving started by pid 256719
jira_timesheet_redis_prod    | 256719:C 23 Mar 2026 07:26:03.087 * DB saved on disk
jira_timesheet_redis_prod    | 256719:C 23 Mar 2026 07:26:03.088 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:26:03.171 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:31:04.036 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:31:04.037 * Background saving started by pid 256900
jira_timesheet_redis_prod    | 256900:C 23 Mar 2026 07:31:04.053 * DB saved on disk
jira_timesheet_redis_prod    | 256900:C 23 Mar 2026 07:31:04.054 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:31:04.138 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:36:05.033 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:36:05.034 * Background saving started by pid 257074
jira_timesheet_redis_prod    | 257074:C 23 Mar 2026 07:36:05.046 * DB saved on disk
jira_timesheet_redis_prod    | 257074:C 23 Mar 2026 07:36:05.047 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:36:05.135 * Background saving terminated with success
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWBTB "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/56/sprint "HTTP/1.1 400 Bad Request"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWMOB/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWMOB "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/471/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWWB/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWWB "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/543/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWAQA/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWAQA "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/1366/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWBACKEND/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWBACKEND "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/1333/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWPJ/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWPJ "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/86/sprint "HTTP/1.1 400 Bad Request"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWSC/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWSC "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/1233/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWCE/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWCE "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/373/sprint "HTTP/1.1 400 Bad Request"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/999/sprint "HTTP/1.1 400 Bad Request"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWAD/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWAD "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/83/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/project/TWSA/versions "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board?projectKeyOrId=TWSA "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/agile/1.0/board/1032/sprint "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d0c51a-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564279>
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d10106-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564281>
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d13d7e-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564282>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d0c51a-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564279, started: 1774251564282, touched: 1774251564282, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d18626-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564284>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 35
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d10106-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564281, started: 1774251564284, touched: 1774251564284, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d1ea4e-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564287>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 30
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d295c0-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564291>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d13d7e-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564282, started: 1774251564286, touched: 1774251564286, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 8
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d18626-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564284, started: 1774251564292, touched: 1774251564292, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69d98e52-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564337>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 32
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69db00f2-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564346>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d1ea4e-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564287, started: 1774251564337, touched: 1774251564337, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 19
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d295c0-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564291, started: 1774251564345, touched: 1774251564345, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 27
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69dcae7a-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564357>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69d98e52-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564337, started: 1774251564356, touched: 1774251564356, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 15
jira_timesheet_worker_prod   | INFO:saq:Enqueuing Job<function: task_sync_project, queue: default, key: 69f88cda-268b-11f1-aa9c-0e90ab3402d7, queued: 1774251564540>
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69db00f2-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564346, started: 1774251564539, touched: 1774251564539, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 11
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69dcae7a-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564357, started: 1774251564838, touched: 1774251564838, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:__main__:Starting worklog sync for project ID: 13
jira_timesheet_worker_prod   | INFO:saq:Finished Job<function: task_sync_all_projects, queue: default, key: 6320e2ea-268b-11f1-8db9-42168bb70c3e, attempts: 1, completed: 1774251564864, queued: 1774251553060, started: 1774251553062, touched: 1774251553062, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
jira_timesheet_worker_prod   | INFO:httpx:HTTP Request: GET https://neuralab.atlassian.net/rest/api/3/worklog/updated?since=0 "HTTP/1.1 200 OK"
jira_timesheet_worker_prod   | INFO:saq:Processing Job<function: task_sync_project, queue: default, key: 69f88cda-268b-11f1-aa9c-0e90ab3402d7, attempts: 1, queued: 1774251564540, started: 1774251565474, touched: 1774251565475, worker_id: d6d49efa-22a0-11f1-aa9c-0e90ab3402d7>
